Tweets	partition	Topics
hmm survival ectomycorrhizal genet rare absent stand replacing wildfire	train	2
convoy begin hoping flee wildfire zone mcmurray alberta ap	dev	2
san francisco amp country bad trouble wildfire amp image show devastation cnn	train	2
smoke wildfire canada blow montana great fall tribune	test	2
california wildfire devastate cardinal newman athlete santa rosa community via usatodayhss	train	2
earthquake ok bts twt	train	0
thought bad day relevant	train	2
due wildfire emergency refill place affected california visit	train	2
tail cyclone debbie reaching gold coast	train	3
felt baby earthquake sf	train	0
joshbutler betootaadvocate living sydney yet see empirical evidence cyclone indeed name debbie	test	3
gone earthquake like right ground gon shake	train	0
truly great america literally going smoke damaged flood shaken quake hurricane amp	train	2
plutekplutek hi flight may affected date information regarding cyclone debbie affected	train	3
stay safe back gang	train	3
debbie cockatoo dy cyclone buried forest rip deb	dev	3
canadian wildfire spread people evacuated massive wildfire burning	train	2
magnitude mi ca united state	test	0
california wildfire resident find devastation santa rosa	test	2
cyclone debbie eye local	dev	3
show long drought regular flood prominent feature south east queensland climate	dev	1
baby would lt laughing matter maybe woman keeping well wading flood water	train	1
love airlie beach family facing wrath debbie	train	3
cyclone debbie queensland australia world best handing natural emergency due hard thought hard work	train	3
democrat want open border flood country illegals amp criminal disavowing rule	train	1
red sunlight fire storm highlight california sky oh	train	2
negative mental health effect predicted survivor	train	1
think felt small earthquake	train	0
earthquake spooked bruh	train	0
california wildfire resident find devastation santa rosa	dev	2
dangerous potentially deadly situation flash flood warning allegheny county	train	1
danni della tempesta bbc thought ex cyclone debbie force mass closure queensland school	train	3
san francisco strong rebuild	train	0
earthquake occurred near hawaii region hawaii utc	test	0
like puerto rico right realdonaldtrump	train	2
love aussie medium jumped straight onto porn pun debbie damage winner	train	3
work earthquake dancing healing child moment downc	test	0
daaang whiskey bottle dance first time felt earthquake since moving	train	0
submission draft close pm april people affected wanting extensi	train	3
state flood protection plan sitting dusty shelf	train	1
cyclone debbie sth east queensland prepares powerful flash flooding via brisbanetimes breakfastnews	test	3
free washing shelter annastaciamp via abcnews	train	3
think muted people follow mostly questionnaire flood tl	train	1
fucking cyclone debbie better get flight cancelled rage	train	3
many uq griffith class cancelled today check schedule heading	test	3
evacuation continuing today wildfire struck alberta follownewsnow	train	2
rain got heavier	train	3
many flood rescue last night perhaps none miraculous boy sucked	dev	1
instead missile hunting wildfire ember rained instead syrian refugee flee	dev	2
comfort convenience golf cart mistress hotel suite	train	2
mom forgot inside earthquake happening deeply troubled	dev	0
sandman hq day left time flood petition need completed kicked	train	1
bruh trippin earthquake	train	0
one reason want motorist driving flood water predict lie beneath	train	3
lightning heavy rain area seen flooding last day live team coverage channel	train	1
urgent wildfire rage canada airlifted wind change	train	2
california handle go help puerto rico instead	train	2
given time hardly anyone care flood risk	train	1
video pack earthquake emergency kit	dev	0
worry international friend australia safe trust	train	3
absolutely horrifying people animal environment	train	2
nigga feel earthquake	train	0
scrowder luck dragon survived cyclone debbie australia win	train	3
official say home business destroyed dead california wine country wildfire ap	train	2
wildfire ravage wine country california constellation brand close tasting room napa valley amp sonoma	test	2
shock bradfordmdc council back plan despite flood risk warning expert officer environment	train	1
flood noah god saved noah family animal dat wee brought ark sodom amp gomorr	train	1
rex murphy fort mcmurray wildfire	train	2
wind kph right hear woosh woosh gust around house	train	3
calling ex cyclone debbie mean still love tracy cheating forty year	train	3
canada wildfire double size fear huge wildfire	train	2
kind home construction safest earthquake straw bale triangular evulsion platindo	test	0
died failed perdict earthquake	dev	0
flood sinister fishing hospital indian flood claim life watch	train	1
oh snap felt earthquake	train	0
bonnycombs fort mcmurray wildfire video show charred remains devastated town alberta	dev	2
california fire home danger property taken away	test	2
update report serious injury life lost stage qfes chief	train	3
money shot eye debbie right brisbane	train	3
ubisoftsupport good cyclone debbie gone power back	train	3
nasa examines rainfall left behind ex tropical cyclone debbie	train	3
man slowly starting like local haha	train	3
rose blush red sleepy horn worn olfactory mum flood hydrangea	train	1
eye ex heading	train	3
week ago kari house destroyed flood donate money would amazing	train	1
cyclone debbie piss rightt	train	3
intense thunderstorm across interior flood road cut power spark fire	train	1
earthquake going heart	dev	0
firefighter continue fight wildfire blaze canada	train	2
gon lie earthquake thinking went grabbed strap	train	0
vehicle convoy underway evacuate thousand canadian wildfire video wildfire force evacuation entire canadian city	dev	2
tropical cyclone debbie looked massive furious space station	dev	3
thought neighbor dropped something nope earthquake	train	0
wildfire california left trail total destruction california aftermath fortunately	train	2
instead assad missile hunting wildfire ember rained orient news	train	2
earthquake game little much honest	train	0
cyclone debbie proved one thing australian super weird	train	3
alertenemy b eu want flood europe muslim replace u barcelona agreement	train	1
massive convoy moving evacuee wildfire zone	train	2
blessed family still f	train	2
mackay local disaster management group met following cyclone debbie crossing coast	train	3
central texas news official fear massive alberta wildfire could double size	dev	2
ex cyclone debbie people trapped flood around mackay live	test	3
nigga felt little earthquake building	train	0
thousand still cut supply diminishing destructive cyclone debbie	train	3
happening real life sharknado cyclone debbie wash bullshark australian street	train	3
devinemichael joshdevinedrums good thanks northern queensland taken battering cyclone debbie southern	train	3
look like state emergency going continue least weekend anyone want hang tomorrow	train	3
latest southern california fire percent contained	train	2
california wildfire hit wine country burning hotel threatening vineyard	train	2
large wildfire burning california	train	2
dead injured california wildfire	train	2
mini san jose monday	train	0
bro trippin earthquake	train	0
maryepworth wait stream notification flood phone lt	train	1
gold coast airport hoping escape cyclone debbie meanwhile survivorcbs brad taitrangsf sierra try	test	3
