Tweets	partition	Topics
kashmir flood united people strange way bridge could let u help manner possible laudable effort b	dev	6
path hurricane odile destruction seen instagram	train	3
ebola disease people love fear	test	8
napa valley quake wreaked havoc california winery impact may bad first appeared	train	1
earthquake even building seismic retrofit damaged napa earth	train	1
want help nepal donate ifrc website please spread	train	10
hundred dead monsoon hit india nepal news easy	train	4
super typhoon still tracking west northwestward toward mtsat ir imagery est http	train	7
way nepal help rebuild shelter orphan could help fund thank	train	10
bec joshua mean story one jane also end fret guy cheer instead	train	4
pakistan shocked see n car showered rose petal pmln durbari chamchas visiting jalalpur	test	6
hurricane odile leaf path destruction los cabos ktvu san francisco	train	3
class work tomorrow december keep safe pray adamsonians	train	7
kashmir hurriyat character perhaps awaiting instruction amp payment	test	6
state emergency quake hit california	train	1
salute army navy air force help amp flood hit area	train	6
new york timesnepal terrorized aftershock stymie relief effortsnew york timeskatmandu nepal grow	train	10
amp nepal tara green foundation brilliant job funding amp bringing supply thame	train	10
india sent ton relief material team doctor ndrf jcbs food water medicine nepal	train	10
viral disease mers spread southeast asia	train	5
flood alert jaipur nearby city rajasthan many village remain cut ibnlive	test	4
tropical depression still dumping heavy rain vietnam	train	7
help india insurance crop flood famine areaa lic operate	train	4
picture deadly kashmir flood flood indian administered kashmir	dev	6
weakened heading toward west philippine sea storm signal lowered	train	7
permanently report damage update way helping keep direct contact	train	3
time caught red handed thank cc	train	10
tsunami advisory evacuation city advises stay away shore	train	2
chile earthquake tsunami spur evacuation along coast least two santiago ch	train	2
sign best friend tweet eachother sitting next eachother	train	8
quake magnitude struck several city sindh	train	0
due shortage hotel amp food nepal journalist photographer etc shld restricted nepal govt shld c	train	10
tsunami warning horn begun	train	2
emergency declared nepal latest death toll reaching nepali official	train	10
fury north india dozen killed lakh affected ndtv	train	4
punjab facing heavy flood chenab amp jhelum sindh barrage shortage water	dev	6
amp others want negotiation b w amp shud take place st killed ttp leader amp	train	0
hello boo baby know big heart maybe help xoxo	test	2
still experience problem typhoon ruby hagupit guess obvious government learn yo	train	7
recent editorial question pandemic potential read medusa ugly head sars mers cov	train	5
miss family philippine typhoon glad everyone ok yes	train	7
thought project partner colleague amp people nepal hope safe	train	10
fear supply capital clean	train	9
premier league live stream link wale welsh ireland vanuatu ryan terry pratchett	dev	9
victim treated one medicine camp	train	0
latest state flood toll rise lakh affected time india hindustate floo	test	4
say napa earthquake aftershock since sunday four larger magnitud	train	1
people rescued flood hit jammu kashmir far government	train	6
pm balochistan earthquake relief fund established associated press pakistan geo news pa	train	0
pic send relief good earthquake victim	train	0
army make effort help flood victim say coas visit deluged area punjab	train	6
many dead nepal india flood bbc news bbc newsat least people reported kil	train	4
library four campus basically zero damage thought everyone affected	dev	1
way treat bath tub make question home look like	dev	8
toll rise via	dev	0
sad make think valuable life quake survivor desperate food amp water	train	0
deadly mers disease found	train	5
thousand flee massive flood india pakistan sent headline	train	6
easiest way dump girlfriend tell police ebola like symptom	train	8
one many emerging zoonotic infectious disease	train	5
foundation flood fury north india dozen killed lakh affected	train	4
release image mud island formed earthquake	train	0
rip little one body killed recovered today cleaning acc bbc urdu	train	0
rain lash disaster weary philippine typhoon nears	train	7
blown dyke due water pressure mill affected flood mill displaced september	train	6
sad place destroyed natural disaster place destroyed people	train	10
chile earthquake upgraded death toll risen five tsunami warning	train	2
north america united state hawaii kalaoa preliminary earthquake report date time	train	0
earthquake hit california hope family alright	train	1
holidaymaker take shelter mexico battered hurricane odile via see folk swimg pool	train	3
mexican govt say report american canadian casualty cabo	train	3
flood pakistan amp	train	6
gt case amp alone hard fathom study designed show best treatment case	train	5
u report third case potential mers virus	train	5
kashmir flood amp army priority http	test	6
california earthquake early warning system	train	1
news hot news earthquake today northern california earthquake strongest year	train	1
mqm denounces ranger raid landhi office news international	train	0
official say death toll massive nepal earthquake surpassed say ap	train	10
chile earthquake unleashes tsunami sensor track	train	2
stomach pain lack appetite learn sign ebola	train	8
hurricane odile cause extensive property damage mexico	train	3
mers search disease detective beat bush virus	dev	5
golden temple send packet meal per day nepal everyday along gurudwara	test	10
latest number need know typhoon	train	7
prayer affected earthquake	test	0
ex nfl qb call u aid cabo hurricane ordeal	train	3
chile earthquake center km al de alto hospicio lat lon w	train	2
india offered billion loan help mil aid u offer aid army missionary	dev	10
amen gbu please include region prayer god bless u	train	7
flood relief operation full swing samaa tv	train	6
becos got expelled offense bt pray boko haram today pray chile magnitude earthquake joke	dev	2
update least people reported injured critical condition including child	train	1
